siren_amenageur,contact_amenageur,contact_operateur,nom_enseigne,id_station_itinerance,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,date_maj,last_modified,resource_id,nom_amenageur,nom_operateur,telephone_operateur,id_station_local,id_pdc_local,tarification,observations
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE19,blancheporte,Parking privé à usage public,"22 Rue de la Blanche Porte, 59200 Tourcoing",59599,"[ 50.7182500,3.1522220]",6,FRROSE194,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30000110633490,2020-11-19,2021-08-23,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE19,blancheporte,Parking privé à usage public,"22 Rue de la Blanche Porte, 59200 Tourcoing",59599,"[ 50.7182500,3.1522220]",6,FRROSE192,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,false,Indirect,30000110633490,2020-11-19,2021-08-23,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE49,renault seclin A,Parking privé à usage public,15 Route de Lille,59560,"[50.5264980,1.5960600]",3,FRROSE493,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,3.00E+13,2021-02-22,2021-07-05,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE19,blancheporte,Parking privé à usage public,"22 Rue de la Blanche Porte, 59200 Tourcoing",59599,"[ 50.7182500,3.1522220]",6,FRROSE191,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,false,Indirect,30000110633490,2020-11-19,2021-08-23,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE56,mairie_montigny,Parking privé à usage public,"3 Rue de Bernot, 02110 Montigny-en-Arrouaise, France",02511,"[ 49.4592200,1.0007530]",2,FRROSE562,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,50009641157571,2021-03-31,2021-08-11,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE56,mairie_montigny,Parking privé à usage public,"3 Rue de Bernot, 02110 Montigny-en-Arrouaise, France",02511,"[ 49.4592200,1.0007530]",2,FRROSE561,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,50009641157571,2021-03-31,2021-08-11,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE115,Handynamic_Attiche,Parking privé à usage public,"3 Rue de la Neuville, Attiches ",59022,"[ 50.5150260,3.0625540]",2,FRROSE1152,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,1333429806373,2021-06-30,2021-08-11,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE115,Handynamic_Attiche,Parking privé à usage public,"3 Rue de la Neuville, Attiches ",59022,"[ 50.5150260,3.0625540]",2,FRROSE1151,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,1333429806373,2021-06-30,2021-08-11,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE102,Handynamic,Parking privé à usage public,"1 rue Jean-Baptiste Mullier, 59113 Seclin, France",59560,"[ 50.5376530,3.0525540]",2,FRROSE1022,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30000134908389,2021-06-14,2021-08-11,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE102,Handynamic,Parking privé à usage public,"1 rue Jean-Baptiste Mullier, 59113 Seclin, France",59560,"[ 50.5376530,3.0525540]",2,FRROSE1021,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30000134908389,2021-06-14,2021-08-11,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE50,renault seclin B,Parking privé à usage public,15 Route de Lille,59560,"[50.5264980,1.5960600]",3,FRROSE501,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,3.00E+13,2021-02-22,2021-07-05,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE49,renault seclin A,Parking privé à usage public,15 Route de Lille,59560,"[50.5264980,1.5960600]",3,FRROSE494,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,3.00E+13,2021-02-22,2021-07-05,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE28,vohcergy,Parking privé à usage public,"5 Boulevard de l'Oise, 95000 Cergy",95127,"[ 49.0342177,2.0832690]",6,FRROSE281,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002121146080,2020-12-15,2021-07-29,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE50,renault seclin B,Parking privé à usage public,15 Route de Lille,59560,"[50.5264980,1.5960600]",3,FRROSE502,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,3.00E+13,2021-02-22,2021-07-05,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE28,vohcergy,Parking privé à usage public,"5 Boulevard de l'Oise, 95000 Cergy",95127,"[ 49.0342177,2.0832690]",6,FRROSE282,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002121146080,2020-12-15,2021-07-29,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE24,lillegrandpalais,Parking privé à usage public,"1 Boulevard des Cités Unies, 59777 Lille",59350,"[ 50.6319701,3.0798087]",3,FRROSE241,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30000111508290,2021-03-12,2021-07-28,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE28,vohcergy,Parking privé à usage public,"5 Boulevard de l'Oise, 95000 Cergy",95127,"[ 49.0342177,2.0832690]",6,FRROSE283,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002121146080,2020-12-15,2021-07-29,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE127,Hutt_Lyon,Parking privé à usage public,Porte de lyon 69570 Dardilly,69072,"[ 45.7635330,4.7291940]",2,FRROSE1271,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,false,Indirect,50080136586949,2021-07-08,2021-08-09,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE35,VOHSarcelles,Parking privé à usage public,"22 Rue de l'Escouvrier, 95200 Sarcelles",95585,"[ 48.9953677,2.3896085]",2,FRROSE352,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002251038450,2021-01-25,2021-08-06,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE35,VOHSarcelles,Parking privé à usage public,"22 Rue de l'Escouvrier, 95200 Sarcelles",95585,"[ 48.9953677,2.3896085]",2,FRROSE351,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002251038450,2021-01-25,2021-08-06,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE28,vohcergy,Parking privé à usage public,"5 Boulevard de l'Oise, 95000 Cergy",95127,"[ 49.0342177,2.0832690]",6,FRROSE286,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002121146080,2020-12-15,2021-07-29,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE28,vohcergy,Parking privé à usage public,"5 Boulevard de l'Oise, 95000 Cergy",95127,"[ 49.0342177,2.0832690]",6,FRROSE285,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002121146080,2020-12-15,2021-07-29,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE28,vohcergy,Parking privé à usage public,"5 Boulevard de l'Oise, 95000 Cergy",95127,"[ 49.0342177,2.0832690]",6,FRROSE284,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30002121146080,2020-12-15,2021-07-29,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE83,MagnificEscapade,Parking privé à usage public,"3 Rue Schultz Wettel, 67210 Obernai",67348,"[ 48.4547170,7.5013990]",1,FRROSE831,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,67348/E1/029101536,2021-05-04,2021-08-10,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE41,EDP,Parking privé à usage public,"10 AllÃƒÂ©e Gabert, 59510 Hem",59299,"[50.6515547,3.1809013]",3,FRROSE411,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,1.14E+12,2021-02-21,2021-07-05,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE24,lillegrandpalais,Parking privé à usage public,"1 Boulevard des Cités Unies, 59777 Lille",59350,"[ 50.6319701,3.0798087]",3,FRROSE242,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30000111508290,2021-03-12,2021-07-28,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE87,Hutt_rille,Parking privé à usage public,"Lac de Rillé, D49, 37340 Rillé",37198,"[ 47.4575060,0.2182020]",2,FRROSE872,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,30000971118291,2021-06-15,2021-08-09,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE87,Hutt_rille,Parking privé à usage public,"Lac de Rillé, D49, 37340 Rillé",37198,"[ 47.4575060,0.2182020]",2,FRROSE871,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,false,Indirect,30000971118291,2021-06-15,2021-08-09,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE127,Hutt_Lyon,Parking privé à usage public,Porte de lyon 69570 Dardilly,69072,"[ 45.7635330,4.7291940]",2,FRROSE1272,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,false,Indirect,50080136586949,2021-07-08,2021-08-09,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE91,Olexa,Parking privé à usage public,"47 Allée d'Irlande ZAC ARTOIPOLE BP42015, 62223 Feuchy",62331,"[50.2739750,2.8502140]",5,FRROSE912,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,TRUE,Indirect,30000140418975,2021-05-31,2021-07-23,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE27,portdelille-Halluin,Parking privé à usage public,356 Rue de la Lys 59250 Halluin.,59279,"[ 50.7912000,3.1190587]",2,FRROSE272,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,01118234296264,2020-10-12,2021-07-23,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE41,EDP,Parking privé à usage public,"10 AllÃƒÂ©e Gabert, 59510 Hem",59299,"[50.6515547,3.1809013]",3,FRROSE412,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,1.14E+12,2021-02-21,2021-07-05,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE107,Ariston,Parking privé à usage public,"4 et 8 Grande Rue, 51170 Brouillet",51089,"[ 49.2257420,3.7388840]",6,FRROSE1074,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,50068254646873,2021-06-28,2021-08-10,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE107,Ariston,Parking privé à usage public,"4 et 8 Grande Rue, 51170 Brouillet",51089,"[ 49.2257420,3.7388840]",6,FRROSE1073,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,50068254646873,2021-06-28,2021-08-10,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE107,Ariston,Parking privé à usage public,"4 et 8 Grande Rue, 51170 Brouillet",51089,"[ 49.2257420,3.7388840]",6,FRROSE1072,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,50068254646873,2021-06-28,2021-08-10,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
839265873,info@rossinienergy.com,info@rossinienergy.com,RossiniEnergy,FRROSE84,moreaux_epinoy,Parking privé à usage public,"1 rue de la Mairie, 62860 Epinoy, France",62298,"[ 50.2304620,3.1610000]",2,FRROSE841,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,3m,FALSE,Indirect,1332127312566,2021-05-07,2021-08-10,2021-09-01T12:23:43.146000,71251221-21d8-4d7e-90d6-0fde5c1af96b,RossiniEnergy,RossiniEnergy,374090105,,,,
